timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1642427744339,1602,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,4,https://www.cicek.com/Arama?query=kupa,1560,0,1391
1642427744339,1603,Search,200,OK,LT - 2 2-1,text,true,,17983,541,1,4,https://www.cicek.com/Arama?query=kupa,1560,0,1354
1642427744339,1624,Search,200,OK,LT - 3 3-1,text,true,,18475,541,1,4,https://www.cicek.com/Arama?query=kupa,1612,0,1354
1642427744339,1631,Search,200,OK,LT - 1 1-1,text,true,,17983,541,1,4,https://www.cicek.com/Arama?query=kupa,1580,0,1361
1642427745954,379,Suggest,200,OK,LT - 4 4-1,text,true,,1265,529,1,4,https://www.cicek.com/Suggest/Get?key=kupa,379,0,0
1642427745954,410,Suggest,200,OK,LT - 2 2-1,text,true,,1506,529,1,4,https://www.cicek.com/Suggest/Get?key=kupa,410,0,0
1642427745966,399,Suggest,200,OK,LT - 3 3-1,text,true,,1265,529,1,4,https://www.cicek.com/Suggest/Get?key=kupa,399,0,0
1642427745974,734,Suggest,200,OK,LT - 1 1-1,text,true,,1505,529,1,4,https://www.cicek.com/Suggest/Get?key=kupa,734,0,0
1642427746365,422,Product List,200,OK,LT - 2 2-1,text,true,,6276,556,1,4,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,419,0,0
1642427746788,57,Search,200,OK,LT - 2 2-1,text,true,,17983,541,1,4,https://www.cicek.com/Arama?query=kupa,55,0,0
1642427746709,141,Product List,200,OK,LT - 1 1-1,text,true,,6276,556,1,4,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,141,0,0
1642427746846,41,Suggest,200,OK,LT - 2 2-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,41,0,0
1642427746366,529,Product List,200,OK,LT - 3 3-1,text,true,,6516,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,484,0,0
1642427746334,573,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,570,0,0
1642427746888,46,Product List,200,OK,LT - 2 2-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,45,0,0
1642427746896,61,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,59,0,0
1642427746908,64,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,62,0,0
1642427746935,58,Search,200,OK,LT - 2 2-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,54,0,0
1642427746958,43,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,42,0,0
1642427746973,46,Suggest,200,OK,LT - 4 4-1,text,true,,1328,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,46,0,0
1642427746994,45,Suggest,200,OK,LT - 2 2-1,text,true,,1328,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,45,0,0
1642427747001,65,Product List,200,OK,LT - 3 3-1,text,true,,6316,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,65,0,0
1642427747019,52,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,52,0,0
1642427747039,71,Product List,200,OK,LT - 2 2-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,71,0,0
1642427747067,60,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,58,0,0
1642427747072,62,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427747111,57,Search,200,OK,LT - 2 2-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,54,0,0
1642427747128,45,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,45,0,0
1642427747135,48,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,47,0,0
1642427747169,42,Suggest,200,OK,LT - 2 2-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,42,0,0
1642427747174,48,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,48,0,0
1642427747183,51,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,51,0,0
1642427747212,44,Product List,200,OK,LT - 2 2-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,44,0,0
1642427747223,62,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427747235,61,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,59,0,0
1642427747265,56,Search,200,OK,LT - 2 2-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,54,0,0
1642427747286,44,Suggest,200,OK,LT - 3 3-1,text,true,,1328,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,44,0,0
1642427747297,46,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,46,0,0
1642427747322,42,Suggest,200,OK,LT - 2 2-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,42,0,0
1642427747331,50,Product List,200,OK,LT - 3 3-1,text,true,,6316,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,49,0,0
1642427747343,50,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,50,0,0
1642427747364,45,Product List,200,OK,LT - 2 2-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,45,0,0
1642427747381,60,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,58,0,0
1642427747394,62,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427747410,56,Search,200,OK,LT - 2 2-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,54,0,0
1642427747442,44,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,44,0,0
1642427747457,46,Suggest,200,OK,LT - 4 4-1,text,true,,1328,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,46,0,0
1642427747467,41,Suggest,200,OK,LT - 2 2-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,40,0,0
1642427747487,48,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,48,0,0
1642427747509,46,Product List,200,OK,LT - 2 2-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,46,0,0
1642427747503,55,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,54,0,0
1642427747536,59,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,57,0,0
1642427747556,59,Search,200,OK,LT - 2 2-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,57,0,0
1642427747558,65,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,61,0,0
1642427747596,48,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,47,0,0
1642427747624,46,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,46,0,0
1642427747617,72,Suggest,200,OK,LT - 2 2-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,72,0,0
1642427747644,50,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,49,0,0
1642427747689,47,Product List,200,OK,LT - 2 2-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,47,0,0
1642427747694,60,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,58,0,0
1642427747671,119,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,118,0,0
1642427747737,55,Search,200,OK,LT - 2 2-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,53,0,0
1642427747755,44,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,44,0,0
1642427747792,41,Suggest,200,OK,LT - 2 2-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,41,0,0
1642427747800,48,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,47,0,0
1642427747790,65,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,63,0,0
1642427747834,44,Product List,200,OK,LT - 2 2-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,44,0,0
1642427747856,46,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,46,0,0
1642427747848,60,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,58,0,0
1642427747879,56,Search,200,OK,LT - 2 2-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,54,0,0
1642427747909,43,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,43,0,0
1642427747902,52,Product List,200,OK,LT - 4 4-1,text,true,,6316,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,52,0,0
1642427747935,62,Suggest,200,OK,LT - 2 2-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,62,0,0
1642427747952,55,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,55,0,0
1642427747955,64,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,63,0,0
1642427747997,49,Product List,200,OK,LT - 2 2-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,49,0,0
1642427748020,48,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,48,0,0
1642427748008,70,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,68,0,0
1642427748047,55,Search,200,OK,LT - 2 2-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,53,0,0
1642427748068,52,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,52,0,0
1642427748079,46,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,46,0,0
1642427748103,57,Suggest,200,OK,LT - 2 2-1,text,true,,1288,529,1,3,https://www.cicek.com/Suggest/Get?key=kupa,57,0,0
1642427748125,48,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,48,0,0
1642427748121,61,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,3,https://www.cicek.com/Arama?query=kupa,59,0,0
1642427748161,71,Product List,200,OK,LT - 2 2-1,text,true,,6276,556,1,3,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,70,0,0
1642427748173,72,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,70,0,0
1642427748183,79,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,78,0,0
1642427748262,50,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,49,0,0
1642427748246,129,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,129,0,0
1642427748312,65,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,62,0,0
1642427748377,45,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,45,0,0
1642427748375,55,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,55,0,0
1642427748423,49,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,49,0,0
1642427748430,100,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,98,0,0
1642427748472,62,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427748535,46,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,46,0,0
1642427748531,99,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,99,0,0
1642427748631,50,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,50,0,0
1642427748581,100,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,100,0,0
1642427748682,60,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,58,0,0
1642427748682,63,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,61,0,0
1642427748745,48,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,48,0,0
1642427748742,57,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,57,0,0
1642427748793,50,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,49,0,0
1642427748799,48,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,48,0,0
1642427748843,65,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,62,0,0
1642427748848,60,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,58,0,0
1642427748909,45,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,45,0,0
1642427748908,58,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,58,0,0
1642427748954,51,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,51,0,0
1642427748967,50,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,50,0,0
1642427749005,60,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,58,0,0
1642427749018,62,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427749066,43,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,43,0,0
1642427749081,46,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,45,0,0
1642427749109,53,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,53,0,0
1642427749127,50,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,50,0,0
1642427749163,61,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427749178,62,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427749225,47,Suggest,200,OK,LT - 3 3-1,text,true,,1328,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,47,0,0
1642427749241,49,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,49,0,0
1642427749273,56,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,56,0,0
1642427749291,49,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,48,0,0
1642427749330,59,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,57,0,0
1642427749340,64,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,63,0,0
1642427749390,43,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,43,0,0
1642427749405,78,Suggest,200,OK,LT - 4 4-1,text,true,,1328,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,78,0,0
1642427749433,52,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,52,0,0
1642427749484,50,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,50,0,0
1642427749486,59,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,57,0,0
1642427749546,45,Suggest,200,OK,LT - 3 3-1,text,true,,1328,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,45,0,0
1642427749534,68,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,63,0,0
1642427749591,48,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,48,0,0
1642427749602,45,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,45,0,0
1642427749648,71,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,71,0,0
1642427749640,79,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,78,0,0
1642427749720,45,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,45,0,0
1642427749720,62,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427749765,47,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,47,0,0
1642427749783,48,Suggest,200,OK,LT - 4 4-1,text,true,,1328,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,48,0,0
1642427749831,51,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,50,0,0
1642427749813,98,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,96,0,0
1642427749883,144,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,144,0,0
1642427750027,46,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,46,0,0
1642427749912,164,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,164,0,0
1642427750073,50,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,50,0,0
1642427750076,47,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,47,0,0
1642427750124,63,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427750124,63,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,61,0,0
1642427750188,44,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,44,0,0
1642427750232,60,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,60,0,0
1642427750188,143,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,143,0,0
1642427750293,62,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,61,0,0
1642427750332,70,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,70,0,0
1642427750356,65,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,65,0,0
1642427750421,49,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,49,0,0
1642427750402,95,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,93,0,0
1642427750471,77,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,74,0,0
1642427750549,47,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,47,0,0
1642427750497,141,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,141,0,0
1642427750596,73,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,73,0,0
1642427750670,64,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,62,0,0
1642427750639,133,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,133,0,0
1642427750735,44,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,44,0,0
1642427750779,59,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,59,0,0
1642427750838,73,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,67,0,0
1642427750772,168,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,166,0,0
1642427750916,64,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,63,0,0
1642427750980,58,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,58,0,0
1642427751038,63,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427750940,170,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,169,0,0
1642427751101,45,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,45,0,0
1642427751110,57,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,57,0,0
1642427751147,56,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,56,0,0
1642427751168,85,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,83,0,0
1642427751204,73,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,70,0,0
1642427751278,47,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,47,0,0
1642427751254,116,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,116,0,0
1642427751325,49,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,48,0,0
1642427751374,61,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,59,0,0
1642427751370,81,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,80,0,0
1642427751436,45,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,45,0,0
1642427751451,75,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,73,0,0
1642427751482,51,Product List,200,OK,LT - 4 4-1,text,true,,6316,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,51,0,0
1642427751534,61,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427751526,91,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,91,0,0
1642427751618,56,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,56,0,0
1642427751596,109,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,109,0,0
1642427751675,59,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,57,0,0
1642427751706,49,Product List,200,OK,LT - 4 4-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,49,0,0
1642427751756,62,Search,200,OK,LT - 4 4-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,60,0,0
1642427751734,122,Suggest,200,OK,LT - 3 3-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,121,0,0
1642427751856,47,Product List,200,OK,LT - 3 3-1,text,true,,6276,556,1,2,https://www.cicek.com/Catalog/AjaxCategory?query=kupa,47,0,0
1642427751819,119,Suggest,200,OK,LT - 4 4-1,text,true,,1288,529,1,2,https://www.cicek.com/Suggest/Get?key=kupa,119,0,0
1642427751904,60,Search,200,OK,LT - 3 3-1,text,true,,17983,541,1,2,https://www.cicek.com/Arama?query=kupa,57,0,0
